model,split_label,val_acc,val_f1,energy_uJ,n_params,train_time_s,subject,repeat,fold
HybridSNN,subj1_rep2_fold4,0.9186,0.9196,27.722889,50995,75.7,1,2,4
HybridSNN,subj1_rep3_fold0,0.8276,0.8247,27.835024,50995,88.8,1,3,0
HybridSNN,subj1_rep3_fold1,0.8391,0.8383,27.838549,50995,59.2,1,3,1
HybridSNN,subj1_rep3_fold2,0.6628,0.6187,27.704735,50995,35.6,1,3,2
HybridSNN,subj1_rep3_fold3,0.6744,0.651,27.802223,50995,31.4,1,3,3
HybridSNN,subj1_rep3_fold4,0.6163,0.5746,27.723518,50995,27.9,1,3,4
HybridSNN,subj1_rep4_fold0,0.7011,0.6911,27.818112,50995,26.6,1,4,0
HybridSNN,subj1_rep4_fold1,0.6552,0.6313,27.827361,50995,28.0,1,4,1
HybridSNN,subj1_rep4_fold2,0.6163,0.5604,27.767622,50995,22.5,1,4,2
HybridSNN,subj1_rep4_fold3,0.6977,0.6593,27.675787,50995,27.1,1,4,3
HybridSNN,subj1_rep4_fold4,0.6628,0.538,27.873515,50995,29.6,1,4,4
HybridSNN,subj2_rep0_fold0,0.3333,0.1667,27.735002,50995,7.6,2,0,0
HybridSNN,subj2_rep0_fold1,0.3333,0.1667,27.747904,50995,7.3,2,0,1
HybridSNN,subj2_rep0_fold2,0.3372,0.1681,27.77463,50995,7.2,2,0,2
HybridSNN,subj2_rep0_fold3,0.3372,0.1681,27.688,50995,7.2,2,0,3
HybridSNN,subj2_rep0_fold4,0.3256,0.1637,27.73961,50995,7.2,2,0,4
HybridSNN,subj2_rep1_fold0,0.3333,0.1667,27.736845,50995,7.6,2,1,0
HybridSNN,subj2_rep1_fold1,0.3333,0.1667,27.738688,50995,7.2,2,1,1
HybridSNN,subj2_rep1_fold2,0.3372,0.1681,27.755277,50995,6.7,2,1,2
HybridSNN,subj2_rep1_fold3,0.3372,0.1681,27.744218,50995,7.0,2,1,3
HybridSNN,subj2_rep1_fold4,0.3256,0.1637,27.726707,50995,7.5,2,1,4
HybridSNN,subj2_rep2_fold0,0.3333,0.1667,27.738688,50995,6.9,2,2,0
HybridSNN,subj2_rep2_fold1,0.3333,0.1667,27.752512,50995,6.4,2,2,1
HybridSNN,subj2_rep2_fold2,0.3372,0.1681,27.699981,50995,6.9,2,2,2
HybridSNN,subj2_rep2_fold3,0.3372,0.1681,27.742374,50995,7.0,2,2,3
HybridSNN,subj2_rep2_fold4,0.3256,0.1637,27.736845,50995,6.7,2,2,4
HybridSNN,subj2_rep3_fold0,0.3333,0.1667,27.715648,50995,6.9,2,3,0
HybridSNN,subj2_rep3_fold1,0.3333,0.1667,27.725786,50995,6.9,2,3,1
HybridSNN,subj2_rep3_fold2,0.3372,0.1681,27.738688,50995,7.4,2,3,2
HybridSNN,subj2_rep3_fold3,0.3372,0.1681,27.727629,50995,7.3,2,3,3
HybridSNN,subj2_rep3_fold4,0.3256,0.1637,27.73408,50995,7.1,2,3,4
HybridSNN,subj2_rep4_fold0,0.3333,0.1667,27.73961,50995,8.0,2,4,0
HybridSNN,subj2_rep4_fold1,0.3333,0.1667,27.776474,50995,6.5,2,4,1
HybridSNN,subj2_rep4_fold2,0.3372,0.1681,27.761728,50995,7.3,2,4,2
HybridSNN,subj2_rep4_fold3,0.3372,0.1681,27.720256,50995,6.7,2,4,3
HybridSNN,subj2_rep4_fold4,0.3256,0.1637,27.767258,50995,6.6,2,4,4
HybridSNN,subj3_rep0_fold0,0.931,0.9315,27.711232,50995,29.3,3,0,0
HybridSNN,subj3_rep0_fold1,0.8621,0.859,27.763586,50995,30.2,3,0,1
HybridSNN,subj3_rep0_fold2,0.8372,0.8355,27.830832,50995,26.3,3,0,2
HybridSNN,subj3_rep0_fold3,0.8953,0.8955,27.756873,50995,21.8,3,0,3
HybridSNN,subj3_rep0_fold4,0.8837,0.8827,27.727706,50995,21.7,3,0,4
HybridSNN,subj3_rep1_fold0,0.8161,0.8155,27.774669,50995,17.3,3,1,0
HybridSNN,subj3_rep1_fold1,0.9195,0.9194,27.776825,50995,22.2,3,1,1
HybridSNN,subj3_rep1_fold2,0.7907,0.7832,27.692351,50995,19.9,3,1,2
HybridSNN,subj3_rep1_fold3,0.907,0.9075,27.771959,50995,20.4,3,1,3
HybridSNN,subj3_rep1_fold4,0.8488,0.8454,27.740951,50995,14.8,3,1,4
HybridSNN,subj3_rep2_fold0,0.8621,0.8606,27.723356,50995,22.4,3,2,0
HybridSNN,subj3_rep2_fold1,0.8621,0.8605,27.73371,50995,23.6,3,2,1
HybridSNN,subj3_rep2_fold2,0.8605,0.861,27.768652,50995,21.5,3,2,2
HybridSNN,subj3_rep2_fold3,0.8837,0.8827,27.812514,50995,25.9,3,2,3
HybridSNN,subj3_rep2_fold4,0.8721,0.8692,27.722605,50995,26.0,3,2,4
HybridSNN,subj3_rep3_fold0,0.8621,0.8614,27.775649,50995,22.6,3,3,0
HybridSNN,subj3_rep3_fold1,0.8966,0.8989,27.808488,50995,33.6,3,3,1
HybridSNN,subj3_rep3_fold2,0.6744,0.637,27.761565,50995,12.7,3,3,2
HybridSNN,subj3_rep3_fold3,0.8721,0.8723,27.747328,50995,27.2,3,3,3
HybridSNN,subj3_rep3_fold4,0.6163,0.5136,27.733052,50995,18.8,3,3,4
HybridSNN,subj3_rep4_fold0,0.8621,0.8609,27.80099,50995,14.2,3,4,0
HybridSNN,subj3_rep4_fold1,0.8621,0.8626,27.823645,50995,23.2,3,4,1
HybridSNN,subj3_rep4_fold2,0.8721,0.8654,27.777662,50995,29.0,3,4,2
HybridSNN,subj3_rep4_fold3,0.8605,0.8588,27.722209,50995,16.0,3,4,3
HybridSNN,subj3_rep4_fold4,0.7907,0.7856,27.759051,50995,14.7,3,4,4
HybridSNN,subj4_rep0_fold0,0.5632,0.4577,27.74722,50995,13.2,4,0,0
HybridSNN,subj4_rep0_fold1,0.5517,0.5409,27.86165,50995,13.7,4,0,1
HybridSNN,subj4_rep0_fold2,0.5349,0.4638,27.773199,50995,19.4,4,0,2
HybridSNN,subj4_rep0_fold3,0.5233,0.4197,27.731417,50995,19.6,4,0,3
HybridSNN,subj4_rep0_fold4,0.5349,0.439,27.757561,50995,15.0,4,0,4
HybridSNN,subj4_rep1_fold0,0.5517,0.4522,27.758833,50995,16.3,4,1,0
HybridSNN,subj4_rep1_fold1,0.5402,0.4438,27.738587,50995,14.5,4,1,1
HybridSNN,subj4_rep1_fold2,0.5116,0.4179,27.756545,50995,11.7,4,1,2
HybridSNN,subj4_rep1_fold3,0.593,0.481,27.753929,50995,18.7,4,1,3
HybridSNN,subj4_rep1_fold4,0.5233,0.5295,27.758105,50995,16.8,4,1,4
HybridSNN,subj4_rep2_fold0,0.5517,0.4498,27.738112,50995,11.1,4,2,0
HybridSNN,subj4_rep2_fold1,0.4828,0.3894,27.725243,50995,15.0,4,2,1
HybridSNN,subj4_rep2_fold2,0.6047,0.5806,27.859526,50995,14.4,4,2,2
HybridSNN,subj4_rep2_fold3,0.6047,0.5167,27.769046,50995,15.1,4,2,3
HybridSNN,subj4_rep2_fold4,0.5233,0.4292,27.706432,50995,10.6,4,2,4
HybridSNN,subj4_rep3_fold0,0.5402,0.4374,27.748826,50995,8.9,4,3,0
HybridSNN,subj4_rep3_fold1,0.5172,0.4229,27.730394,50995,12.5,4,3,1
HybridSNN,subj4_rep3_fold2,0.593,0.4884,27.743139,50995,15.7,4,3,2
HybridSNN,subj4_rep3_fold3,0.5349,0.4457,27.822823,50995,15.1,4,3,3
HybridSNN,subj4_rep3_fold4,0.593,0.5358,27.705971,50995,17.9,4,3,4
HybridSNN,subj4_rep4_fold0,0.4943,0.3971,27.750093,50995,11.9,4,4,0
HybridSNN,subj4_rep4_fold1,0.5517,0.4698,27.790719,50995,15.5,4,4,1
HybridSNN,subj4_rep4_fold2,0.5581,0.4474,27.747904,50995,9.5,4,4,2
HybridSNN,subj4_rep4_fold3,0.5,0.4002,27.736038,50995,10.4,4,4,3
HybridSNN,subj4_rep4_fold4,0.5698,0.4638,27.69353,50995,10.9,4,4,4
HybridSNN,subj5_rep0_fold0,0.4253,0.3354,27.75159,50995,13.7,5,0,0
HybridSNN,subj5_rep0_fold1,0.3333,0.1667,27.738688,50995,7.3,5,0,1
HybridSNN,subj5_rep0_fold2,0.3372,0.1681,27.75712,50995,6.9,5,0,2
HybridSNN,subj5_rep0_fold3,0.3372,0.1681,27.725786,50995,7.2,5,0,3
HybridSNN,subj5_rep0_fold4,0.3256,0.1637,27.741453,50995,6.7,5,0,4
HybridSNN,subj5_rep1_fold0,0.3333,0.1667,27.73961,50995,6.5,5,1,0
HybridSNN,subj5_rep1_fold1,0.3333,0.1667,27.733158,50995,6.5,5,1,1
HybridSNN,subj5_rep1_fold2,0.3605,0.2809,27.784768,50995,12.2,5,1,2
HybridSNN,subj5_rep1_fold3,0.3372,0.1681,27.747904,50995,7.9,5,1,3
HybridSNN,subj5_rep1_fold4,0.3256,0.1637,27.727629,50995,6.5,5,1,4
HybridSNN,subj5_rep2_fold0,0.3333,0.1667,27.737766,50995,6.6,5,2,0
HybridSNN,subj5_rep2_fold1,0.3333,0.1667,27.755277,50995,6.9,5,2,1
HybridSNN,subj5_rep2_fold2,0.3372,0.1681,27.724864,50995,6.7,5,2,2
HybridSNN,subj5_rep2_fold3,0.3372,0.1681,27.749747,50995,6.9,5,2,3
HybridSNN,subj5_rep2_fold4,0.3256,0.1637,27.73961,50995,7.4,5,2,4
HybridSNN,subj5_rep3_fold0,0.3333,0.1667,27.731315,50995,7.4,5,3,0
HybridSNN,subj5_rep3_fold1,0.3333,0.1667,27.758963,50995,7.3,5,3,1
HybridSNN,subj5_rep3_fold2,0.3372,0.1681,27.729472,50995,7.1,5,3,2
HybridSNN,subj5_rep3_fold3,0.3372,0.1681,27.770944,50995,6.8,5,3,3
HybridSNN,subj5_rep3_fold4,0.3256,0.1637,27.749747,50995,6.8,5,3,4
HybridSNN,subj5_rep4_fold0,0.3333,0.1667,27.744218,50995,6.7,5,4,0
HybridSNN,subj5_rep4_fold1,0.3333,0.1667,27.733158,50995,6.8,5,4,1
HybridSNN,subj5_rep4_fold2,0.3372,0.1681,27.745139,50995,6.7,5,4,2
HybridSNN,subj5_rep4_fold3,0.3372,0.1681,27.745139,50995,6.1,5,4,3
HybridSNN,subj5_rep4_fold4,0.3256,0.1637,27.73961,50995,7.1,5,4,4
HybridSNN,subj6_rep0_fold0,0.5632,0.4514,27.764262,50995,10.4,6,0,0
HybridSNN,subj6_rep0_fold1,0.4943,0.404,27.78113,50995,14.1,6,0,1
HybridSNN,subj6_rep0_fold2,0.5,0.4264,27.750678,50995,31.6,6,0,2
HybridSNN,subj6_rep0_fold3,0.4651,0.3761,27.735923,50995,9.4,6,0,3
HybridSNN,subj6_rep0_fold4,0.4884,0.3895,27.746061,50995,9.9,6,0,4
HybridSNN,subj6_rep1_fold0,0.4828,0.389,27.7935,50995,9.7,6,1,0
HybridSNN,subj6_rep1_fold1,0.5632,0.519,27.767325,50995,20.4,6,1,1
HybridSNN,subj6_rep1_fold2,0.4767,0.3873,27.716109,50995,11.6,6,1,2
HybridSNN,subj6_rep1_fold3,0.5349,0.4368,27.715887,50995,22.3,6,1,3
HybridSNN,subj6_rep1_fold4,0.4884,0.3908,27.73961,50995,10.0,6,1,4
HybridSNN,subj6_rep2_fold0,0.4253,0.3417,27.772836,50995,13.4,6,2,0
HybridSNN,subj6_rep2_fold1,0.4828,0.385,27.717606,50995,11.4,6,2,1
HybridSNN,subj6_rep2_fold2,0.4884,0.3915,27.835935,50995,12.1,6,2,2
HybridSNN,subj6_rep2_fold3,0.5349,0.4411,27.730394,50995,18.6,6,2,3
HybridSNN,subj6_rep2_fold4,0.5,0.3975,27.76265,50995,10.0,6,2,4
HybridSNN,subj6_rep3_fold0,0.4943,0.3961,27.72855,50995,11.8,6,3,0
HybridSNN,subj6_rep3_fold1,0.4943,0.3953,27.786726,50995,10.1,6,3,1
HybridSNN,subj6_rep3_fold2,0.5116,0.4138,27.73138,50995,21.7,6,3,2
HybridSNN,subj6_rep3_fold3,0.4535,0.3675,27.798083,50995,11.9,6,3,3
HybridSNN,subj6_rep3_fold4,0.5349,0.4323,27.704819,50995,23.1,6,3,4
HybridSNN,subj6_rep4_fold0,0.5287,0.4294,27.738458,50995,14.2,6,4,0
HybridSNN,subj6_rep4_fold1,0.4713,0.3746,27.735808,50995,12.9,6,4,1
HybridSNN,subj6_rep4_fold2,0.5116,0.4905,27.790377,50995,19.8,6,4,2
HybridSNN,subj6_rep4_fold3,0.4535,0.3566,27.731315,50995,9.2,6,4,3
HybridSNN,subj6_rep4_fold4,0.4884,0.3901,27.70551,50995,10.1,6,4,4
HybridSNN,subj7_rep0_fold0,0.3333,0.1667,27.689843,50995,6.2,7,0,0
HybridSNN,subj7_rep0_fold1,0.6207,0.515,27.757581,50995,18.5,7,0,1
HybridSNN,subj7_rep0_fold2,0.3372,0.1681,27.729472,50995,6.7,7,0,2
HybridSNN,subj7_rep0_fold3,0.6512,0.6098,27.70491,50995,18.8,7,0,3
HybridSNN,subj7_rep0_fold4,0.6628,0.5471,27.743562,50995,20.2,7,0,4
HybridSNN,subj7_rep1_fold0,0.3333,0.1667,27.771866,50995,6.5,7,1,0
HybridSNN,subj7_rep1_fold1,0.6322,0.5249,27.746061,50995,18.4,7,1,1
HybridSNN,subj7_rep1_fold2,0.6628,0.5523,27.738452,50995,25.1,7,1,2
HybridSNN,subj7_rep1_fold3,0.3372,0.1681,27.75159,50995,6.3,7,1,3
HybridSNN,subj7_rep1_fold4,0.6744,0.6488,27.715412,50995,17.4,7,1,4
HybridSNN,subj7_rep2_fold0,0.6437,0.5364,27.766912,50995,18.7,7,2,0
HybridSNN,subj7_rep2_fold1,0.3333,0.1667,27.76265,50995,6.7,7,2,1
HybridSNN,subj7_rep2_fold2,0.3372,0.1681,27.722099,50995,6.5,7,2,2
HybridSNN,subj7_rep2_fold3,0.3372,0.1681,27.754355,50995,6.7,7,2,3
HybridSNN,subj7_rep2_fold4,0.3256,0.1637,27.722099,50995,6.2,7,2,4
HybridSNN,subj7_rep3_fold0,0.3333,0.1667,27.75159,50995,6.4,7,3,0
HybridSNN,subj7_rep3_fold1,0.3333,0.1667,27.729472,50995,6.8,7,3,1
HybridSNN,subj7_rep3_fold2,0.3372,0.1681,27.760806,50995,6.7,7,3,2
HybridSNN,subj7_rep3_fold3,0.3372,0.1681,27.760806,50995,6.5,7,3,3
HybridSNN,subj7_rep3_fold4,0.6395,0.5459,27.717765,50995,20.0,7,3,4
HybridSNN,subj7_rep4_fold0,0.3333,0.1667,27.75159,50995,6.8,7,4,0
HybridSNN,subj7_rep4_fold1,0.6667,0.5556,27.866222,50995,25.9,7,4,1
HybridSNN,subj7_rep4_fold2,0.6279,0.513,27.742032,50995,16.3,7,4,2
HybridSNN,subj7_rep4_fold3,0.3372,0.1681,27.759885,50995,6.4,7,4,3
HybridSNN,subj7_rep4_fold4,0.6279,0.5366,27.75613,50995,17.2,7,4,4
HybridSNN,subj8_rep0_fold0,0.8276,0.8272,27.711033,50995,27.8,8,0,0
HybridSNN,subj8_rep0_fold1,0.8046,0.7992,27.79128,50995,22.7,8,0,1
HybridSNN,subj8_rep0_fold2,0.8372,0.8369,27.768075,50995,26.6,8,0,2
HybridSNN,subj8_rep0_fold3,0.8953,0.8932,27.831125,50995,24.1,8,0,3
HybridSNN,subj8_rep0_fold4,0.8721,0.8692,27.888275,50995,27.5,8,0,4
HybridSNN,subj8_rep1_fold0,0.8736,0.8728,27.853172,50995,24.1,8,1,0
HybridSNN,subj8_rep1_fold1,0.8966,0.8952,27.756785,50995,16.0,8,1,1
HybridSNN,subj8_rep1_fold2,0.8372,0.8346,27.787229,50995,25.2,8,1,2
HybridSNN,subj8_rep1_fold3,0.8605,0.8602,27.76635,50995,27.4,8,1,3
HybridSNN,subj8_rep1_fold4,0.9186,0.9168,27.824292,50995,27.0,8,1,4
HybridSNN,subj8_rep2_fold0,0.8621,0.8573,27.838156,50995,33.0,8,2,0
HybridSNN,subj8_rep2_fold1,0.3333,0.1667,27.776474,50995,6.8,8,2,1
HybridSNN,subj8_rep2_fold2,0.9186,0.917,27.775534,50995,23.4,8,2,2
HybridSNN,subj8_rep2_fold3,0.8837,0.8838,27.76138,50995,19.7,8,2,3
HybridSNN,subj8_rep2_fold4,0.8721,0.8724,27.84644,50995,30.4,8,2,4
HybridSNN,subj8_rep3_fold0,0.908,0.9063,27.849866,50995,19.2,8,3,0
HybridSNN,subj8_rep3_fold1,0.8161,0.8163,27.857259,50995,26.9,8,3,1
HybridSNN,subj8_rep3_fold2,0.9186,0.9148,27.820804,50995,18.6,8,3,2
HybridSNN,subj8_rep3_fold3,0.7442,0.7495,27.822502,50995,33.2,8,3,3
HybridSNN,subj8_rep3_fold4,0.8605,0.8604,27.881975,50995,23.2,8,3,4
HybridSNN,subj8_rep4_fold0,0.908,0.9072,27.878509,50995,28.1,8,4,0
HybridSNN,subj8_rep4_fold1,0.8276,0.8281,27.714726,50995,33.4,8,4,1
HybridSNN,subj8_rep4_fold2,0.8488,0.8451,27.744606,50995,37.6,8,4,2
HybridSNN,subj8_rep4_fold3,0.8372,0.8382,27.831023,50995,22.2,8,4,3
HybridSNN,subj8_rep4_fold4,0.8256,0.8195,27.774344,50995,14.0,8,4,4
HybridSNN,subj9_rep0_fold0,0.9195,0.9184,27.759932,50995,17.6,9,0,0
HybridSNN,subj9_rep0_fold1,0.7816,0.7762,27.762425,50995,17.6,9,0,1
HybridSNN,subj9_rep0_fold2,0.7907,0.7899,27.797147,50995,22.8,9,0,2
HybridSNN,subj9_rep0_fold3,0.6628,0.5806,27.690189,50995,10.9,9,0,3
HybridSNN,subj9_rep0_fold4,0.6279,0.5151,27.774299,50995,16.3,9,0,4
HybridSNN,subj9_rep1_fold0,0.9195,0.9196,27.811059,50995,20.7,9,1,0
HybridSNN,subj9_rep1_fold1,0.8621,0.8595,27.754863,50995,20.8,9,1,1
HybridSNN,subj9_rep1_fold2,0.7791,0.769,27.717164,50995,17.3,9,1,2
HybridSNN,subj9_rep1_fold3,0.7209,0.7142,27.798839,50995,17.8,9,1,3
HybridSNN,subj9_rep1_fold4,0.8256,0.8231,27.753199,50995,32.6,9,1,4
HybridSNN,subj9_rep2_fold0,0.8046,0.7962,27.774443,50995,25.3,9,2,0
HybridSNN,subj9_rep2_fold1,0.7586,0.7582,27.822536,50995,26.1,9,2,1
HybridSNN,subj9_rep2_fold2,0.8256,0.8215,27.76714,50995,21.8,9,2,2
HybridSNN,subj9_rep2_fold3,0.8721,0.8717,27.743699,50995,18.8,9,2,3
HybridSNN,subj9_rep2_fold4,0.9302,0.9304,27.746522,50995,34.4,9,2,4
HybridSNN,subj9_rep3_fold0,0.7701,0.7659,27.71253,50995,18.7,9,3,0
HybridSNN,subj9_rep3_fold1,0.8161,0.8087,27.780147,50995,16.4,9,3,1
HybridSNN,subj9_rep3_fold2,0.9186,0.9179,27.850839,50995,25.0,9,3,2
HybridSNN,subj9_rep3_fold3,0.7674,0.7624,27.75309,50995,23.0,9,3,3
HybridSNN,subj9_rep3_fold4,0.9302,0.9305,27.780052,50995,26.8,9,3,4
HybridSNN,subj9_rep4_fold0,0.8161,0.8156,27.699254,50995,18.8,9,4,0
HybridSNN,subj9_rep4_fold1,0.7586,0.7565,27.792689,50995,34.0,9,4,1
HybridSNN,subj9_rep4_fold2,0.9302,0.93,27.750175,50995,22.8,9,4,2
HybridSNN,subj9_rep4_fold3,0.8605,0.8581,27.820494,50995,18.2,9,4,3
HybridSNN,subj9_rep4_fold4,0.8605,0.8575,27.764688,50995,19.5,9,4,4
FullySNN,subj1_rep0_fold0,0.6552,0.6559,0.297299,51497,157.9,1,0,0
FullySNN,subj1_rep0_fold1,0.6092,0.6079,0.163014,51497,162.0,1,0,1
FullySNN,subj1_rep0_fold2,0.6163,0.5926,0.167554,51497,201.0,1,0,2
FullySNN,subj1_rep0_fold3,0.6047,0.6091,0.168416,51497,137.8,1,0,3
FullySNN,subj1_rep0_fold4,0.5349,0.5334,0.15792,51497,66.0,1,0,4
FullySNN,subj1_rep1_fold0,0.5862,0.5781,0.228045,51497,98.4,1,1,0
FullySNN,subj1_rep1_fold1,0.5287,0.5244,0.223199,51497,37.2,1,1,1
FullySNN,subj1_rep1_fold2,0.6395,0.6316,0.208554,51497,58.4,1,1,2
FullySNN,subj1_rep1_fold3,0.6163,0.617,0.264011,51497,86.1,1,1,3
FullySNN,subj1_rep1_fold4,0.6163,0.6056,0.206894,51497,59.4,1,1,4
FullySNN,subj1_rep2_fold0,0.6207,0.6201,0.178348,51497,72.5,1,2,0
FullySNN,subj1_rep2_fold1,0.4828,0.4738,0.241007,51497,67.4,1,2,1
FullySNN,subj1_rep2_fold2,0.686,0.6843,0.250976,51497,135.1,1,2,2
FullySNN,subj1_rep2_fold3,0.5349,0.5241,0.209764,51497,54.1,1,2,3
FullySNN,subj1_rep2_fold4,0.5814,0.5685,0.153913,51497,36.9,1,2,4
FullySNN,subj1_rep3_fold0,0.5977,0.5915,0.272074,51497,112.7,1,3,0
FullySNN,subj1_rep3_fold1,0.5862,0.5657,0.223899,51497,91.8,1,3,1
FullySNN,subj1_rep3_fold2,0.5581,0.557,0.166638,51497,77.1,1,3,2
FullySNN,subj1_rep3_fold3,0.6163,0.6104,0.248131,51497,45.3,1,3,3
FullySNN,subj1_rep3_fold4,0.6512,0.6532,0.178762,51497,124.1,1,3,4
FullySNN,subj1_rep4_fold0,0.5632,0.5533,0.18446,51497,45.8,1,4,0
FullySNN,subj1_rep4_fold1,0.5977,0.5977,0.216275,51497,103.2,1,4,1
FullySNN,subj1_rep4_fold2,0.5814,0.565,0.19499,51497,68.3,1,4,2
FullySNN,subj1_rep4_fold3,0.5698,0.5298,0.15735,51497,63.2,1,4,3
FullySNN,subj1_rep4_fold4,0.5814,0.5663,0.23683,51497,83.9,1,4,4
FullySNN,subj2_rep0_fold0,0.4253,0.4236,0.193971,51497,41.1,2,0,0
FullySNN,subj2_rep0_fold1,0.3793,0.366,0.125134,51497,87.2,2,0,1
FullySNN,subj2_rep0_fold2,0.4302,0.4201,0.118409,51497,72.2,2,0,2
FullySNN,subj2_rep0_fold3,0.3605,0.3585,0.167932,51497,42.4,2,0,3
FullySNN,subj2_rep0_fold4,0.4535,0.4525,0.2018,51497,74.7,2,0,4
FullySNN,subj2_rep1_fold0,0.4598,0.4225,0.149067,51497,42.3,2,1,0
FullySNN,subj2_rep1_fold1,0.4138,0.4176,0.214727,51497,110.2,2,1,1
FullySNN,subj2_rep1_fold2,0.4767,0.4746,0.185611,51497,96.0,2,1,2
FullySNN,subj2_rep1_fold3,0.4651,0.4589,0.174349,51497,61.4,2,1,3
FullySNN,subj2_rep1_fold4,0.4186,0.3931,0.150962,51497,52.9,2,1,4
FullySNN,subj2_rep2_fold0,0.4253,0.4244,0.149419,51497,69.7,2,2,0
FullySNN,subj2_rep2_fold1,0.4598,0.4598,0.21263,51497,56.6,2,2,1
FullySNN,subj2_rep2_fold2,0.4186,0.4159,0.161362,51497,64.5,2,2,2
FullySNN,subj2_rep2_fold3,0.4186,0.4136,0.189108,51497,51.3,2,2,3
FullySNN,subj2_rep2_fold4,0.4535,0.4499,0.139855,51497,64.6,2,2,4
FullySNN,subj2_rep3_fold0,0.4598,0.4412,0.184765,51497,76.3,2,3,0
FullySNN,subj2_rep3_fold1,0.4368,0.4181,0.105566,51497,88.8,2,3,1
FullySNN,subj2_rep3_fold2,0.4535,0.4596,0.166814,51497,44.7,2,3,2
FullySNN,subj2_rep3_fold3,0.4186,0.4081,0.130885,51497,104.7,2,3,3
FullySNN,subj2_rep3_fold4,0.4302,0.4296,0.169749,51497,118.4,2,3,4
FullySNN,subj2_rep4_fold0,0.4023,0.3703,0.119876,51497,79.2,2,4,0
FullySNN,subj2_rep4_fold1,0.4598,0.4579,0.138352,51497,99.1,2,4,1
FullySNN,subj2_rep4_fold2,0.4419,0.4197,0.160197,51497,63.9,2,4,2
FullySNN,subj2_rep4_fold3,0.4302,0.4194,0.145661,51497,40.5,2,4,3
FullySNN,subj2_rep4_fold4,0.4419,0.4369,0.175098,51497,78.7,2,4,4
FullySNN,subj3_rep0_fold0,0.7011,0.7009,0.105615,51497,127.1,3,0,0
FullySNN,subj3_rep0_fold1,0.5862,0.5852,0.118216,51497,79.1,3,0,1
FullySNN,subj3_rep0_fold2,0.6395,0.6369,0.169063,51497,63.1,3,0,2
FullySNN,subj3_rep0_fold3,0.6628,0.664,0.12717,51497,132.6,3,0,3
FullySNN,subj3_rep0_fold4,0.5814,0.582,0.112553,51497,90.4,3,0,4
FullySNN,subj3_rep1_fold0,0.6322,0.6295,0.139649,51497,105.7,3,1,0
FullySNN,subj3_rep1_fold1,0.6782,0.6726,0.122534,51497,113.5,3,1,1
FullySNN,subj3_rep1_fold2,0.5814,0.582,0.118414,51497,78.6,3,1,2
FullySNN,subj3_rep1_fold3,0.6977,0.6953,0.116024,51497,104.0,3,1,3
FullySNN,subj3_rep1_fold4,0.7326,0.7326,0.133022,51497,80.0,3,1,4
FullySNN,subj3_rep2_fold0,0.6782,0.6677,0.119348,51497,101.3,3,2,0
FullySNN,subj3_rep2_fold1,0.6437,0.644,0.128852,51497,51.3,3,2,1
FullySNN,subj3_rep2_fold2,0.5698,0.5676,0.107106,51497,65.5,3,2,2
FullySNN,subj3_rep2_fold3,0.7326,0.7276,0.113092,51497,81.5,3,2,3
FullySNN,subj3_rep2_fold4,0.6163,0.6147,0.125071,51497,45.8,3,2,4
FullySNN,subj3_rep3_fold0,0.6897,0.6908,0.126737,51497,99.5,3,3,0
FullySNN,subj3_rep3_fold1,0.5747,0.5654,0.133783,51497,73.4,3,3,1
FullySNN,subj3_rep3_fold2,0.7442,0.7426,0.124555,51497,115.8,3,3,2
FullySNN,subj3_rep3_fold3,0.6279,0.6277,0.120239,51497,104.4,3,3,3
FullySNN,subj3_rep3_fold4,0.6395,0.6393,0.128585,51497,135.5,3,3,4
FullySNN,subj3_rep4_fold0,0.7586,0.7601,0.140546,51497,165.8,3,4,0
FullySNN,subj3_rep4_fold1,0.5747,0.5667,0.152396,51497,109.4,3,4,1
FullySNN,subj3_rep4_fold2,0.6395,0.6396,0.113521,51497,86.6,3,4,2
FullySNN,subj3_rep4_fold3,0.6512,0.6482,0.115799,51497,92.7,3,4,3
FullySNN,subj3_rep4_fold4,0.6512,0.6516,0.1258,51497,116.3,3,4,4
FullySNN,subj4_rep0_fold0,0.5862,0.5868,0.177917,51497,78.5,4,0,0
FullySNN,subj4_rep0_fold1,0.5287,0.5201,0.18579,51497,42.1,4,0,1
FullySNN,subj4_rep0_fold2,0.5698,0.5782,0.188427,51497,45.4,4,0,2
FullySNN,subj4_rep0_fold3,0.5233,0.516,0.143132,51497,41.3,4,0,3
FullySNN,subj4_rep0_fold4,0.5698,0.5721,0.182779,51497,83.5,4,0,4
FullySNN,subj4_rep1_fold0,0.5402,0.5267,0.188838,51497,71.0,4,1,0
FullySNN,subj4_rep1_fold1,0.5862,0.576,0.192637,51497,54.1,4,1,1
FullySNN,subj4_rep1_fold2,0.6163,0.6135,0.178564,51497,71.5,4,1,2
FullySNN,subj4_rep1_fold3,0.5349,0.5109,0.177925,51497,36.6,4,1,3
FullySNN,subj4_rep1_fold4,0.5698,0.5699,0.169914,51497,60.6,4,1,4
FullySNN,subj4_rep2_fold0,0.5862,0.5811,0.205039,51497,61.5,4,2,0
FullySNN,subj4_rep2_fold1,0.4828,0.4801,0.169144,51497,74.4,4,2,1
FullySNN,subj4_rep2_fold2,0.6279,0.6277,0.248025,51497,70.9,4,2,2
