model,split_label,val_acc,val_f1,energy_uJ,n_params,train_time_s,subject,repeat,fold
ATCNet,subj1_rep0_fold0,0.8966,0.8949,62.407795,29155,49.2,1,0,0
ATCNet,subj1_rep0_fold1,0.8851,0.8842,62.407795,29155,48.2,1,0,1
ATCNet,subj1_rep0_fold2,0.8605,0.8581,62.407795,29155,56.6,1,0,2
ATCNet,subj1_rep0_fold3,0.8953,0.8963,62.407795,29155,46.4,1,0,3
ATCNet,subj1_rep0_fold4,0.8953,0.8954,62.407795,29155,59.3,1,0,4
ATCNet,subj1_rep1_fold0,0.8736,0.8685,62.407795,29155,55.1,1,1,0
ATCNet,subj1_rep1_fold1,0.8621,0.8623,62.407795,29155,43.4,1,1,1
ATCNet,subj1_rep1_fold2,0.907,0.905,62.407795,29155,61.6,1,1,2
ATCNet,subj1_rep1_fold3,0.9302,0.9307,62.407795,29155,76.5,1,1,3
ATCNet,subj1_rep1_fold4,0.814,0.8085,62.407795,29155,45.4,1,1,4
ATCNet,subj1_rep2_fold0,0.8621,0.8621,62.407795,29155,65.5,1,2,0
ATCNet,subj1_rep2_fold1,0.8506,0.849,62.407795,29155,51.7,1,2,1
ATCNet,subj1_rep2_fold2,0.907,0.9063,62.407795,29155,59.8,1,2,2
ATCNet,subj1_rep2_fold3,0.8837,0.8838,62.407795,29155,44.4,1,2,3
ATCNet,subj1_rep2_fold4,0.9302,0.9292,62.407795,29155,88.3,1,2,4
ATCNet,subj1_rep3_fold0,0.9195,0.9181,62.407795,29155,61.5,1,3,0
ATCNet,subj1_rep3_fold1,0.8506,0.8489,62.407795,29155,59.1,1,3,1
ATCNet,subj1_rep3_fold2,0.9186,0.9177,62.407795,29155,48.4,1,3,2
ATCNet,subj1_rep3_fold3,0.8488,0.85,62.407795,29155,35.0,1,3,3
ATCNet,subj1_rep3_fold4,0.8953,0.8951,62.407795,29155,68.6,1,3,4
ATCNet,subj1_rep4_fold0,0.8276,0.819,62.407795,29155,48.6,1,4,0
ATCNet,subj1_rep4_fold1,0.9195,0.9199,62.407795,29155,56.2,1,4,1
ATCNet,subj1_rep4_fold2,0.8953,0.895,62.407795,29155,47.3,1,4,2
ATCNet,subj1_rep4_fold3,0.8721,0.8696,62.407795,29155,58.5,1,4,3
ATCNet,subj1_rep4_fold4,0.9302,0.93,62.407795,29155,52.2,1,4,4
ATCNet,subj2_rep0_fold0,0.7356,0.722,62.407795,29155,64.8,2,0,0
ATCNet,subj2_rep0_fold1,0.7241,0.7175,62.407795,29155,72.1,2,0,1
ATCNet,subj2_rep0_fold2,0.686,0.6725,62.407795,29155,84.9,2,0,2
ATCNet,subj2_rep0_fold3,0.686,0.6774,62.407795,29155,100.7,2,0,3
ATCNet,subj2_rep0_fold4,0.7209,0.7233,62.407795,29155,88.1,2,0,4
ATCNet,subj2_rep1_fold0,0.6897,0.6669,62.407795,29155,102.3,2,1,0
ATCNet,subj2_rep1_fold1,0.7011,0.6957,62.407795,29155,90.9,2,1,1
ATCNet,subj2_rep1_fold2,0.6279,0.5902,62.407795,29155,47.2,2,1,2
ATCNet,subj2_rep1_fold3,0.6977,0.6813,62.407795,29155,77.2,2,1,3
ATCNet,subj2_rep1_fold4,0.6512,0.6431,62.407795,29155,44.9,2,1,4
ATCNet,subj2_rep2_fold0,0.6437,0.6383,62.407795,29155,46.5,2,2,0
ATCNet,subj2_rep2_fold1,0.7126,0.7022,62.407795,29155,44.4,2,2,1
ATCNet,subj2_rep2_fold2,0.6977,0.6904,62.407795,29155,64.6,2,2,2
ATCNet,subj2_rep2_fold3,0.7791,0.7756,62.407795,29155,80.1,2,2,3
ATCNet,subj2_rep2_fold4,0.6279,0.6035,62.407795,29155,68.8,2,2,4
ATCNet,subj2_rep3_fold0,0.7241,0.7186,62.407795,29155,55.0,2,3,0
ATCNet,subj2_rep3_fold1,0.7816,0.7739,62.407795,29155,109.1,2,3,1
ATCNet,subj2_rep3_fold2,0.6977,0.697,62.407795,29155,77.6,2,3,2
ATCNet,subj2_rep3_fold3,0.7326,0.7143,62.407795,29155,67.8,2,3,3
ATCNet,subj2_rep3_fold4,0.7326,0.7019,62.407795,29155,72.9,2,3,4
ATCNet,subj2_rep4_fold0,0.6437,0.6411,62.407795,29155,52.7,2,4,0
ATCNet,subj2_rep4_fold1,0.6782,0.6772,62.407795,29155,54.4,2,4,1
ATCNet,subj2_rep4_fold2,0.7674,0.7513,62.407795,29155,68.3,2,4,2
ATCNet,subj2_rep4_fold3,0.7093,0.7034,62.407795,29155,59.8,2,4,3
ATCNet,subj2_rep4_fold4,0.7442,0.7325,62.407795,29155,63.8,2,4,4
ATCNet,subj3_rep0_fold0,0.908,0.9078,62.407795,29155,57.5,3,0,0
ATCNet,subj3_rep0_fold1,0.9425,0.9425,62.407795,29155,54.2,3,0,1
ATCNet,subj3_rep0_fold2,0.907,0.9065,62.407795,29155,38.0,3,0,2
ATCNet,subj3_rep0_fold3,0.9186,0.919,62.407795,29155,36.0,3,0,3
ATCNet,subj3_rep0_fold4,0.9651,0.9653,62.407795,29155,79.8,3,0,4
ATCNet,subj3_rep1_fold0,0.9425,0.9425,62.407795,29155,99.9,3,1,0
ATCNet,subj3_rep1_fold1,0.954,0.9542,62.407795,29155,74.9,3,1,1
ATCNet,subj3_rep1_fold2,0.9302,0.9306,62.407795,29155,70.1,3,1,2
ATCNet,subj3_rep1_fold3,0.9535,0.954,62.407795,29155,55.3,3,1,3
ATCNet,subj3_rep1_fold4,0.9767,0.9766,62.407795,29155,68.8,3,1,4
ATCNet,subj3_rep2_fold0,0.9425,0.9425,62.407795,29155,63.1,3,2,0
ATCNet,subj3_rep2_fold1,0.954,0.9531,62.407795,29155,76.9,3,2,1
ATCNet,subj3_rep2_fold2,0.907,0.907,62.407795,29155,43.3,3,2,2
ATCNet,subj3_rep2_fold3,0.9535,0.9536,62.407795,29155,54.3,3,2,3
ATCNet,subj3_rep2_fold4,0.907,0.9071,62.407795,29155,67.9,3,2,4
ATCNet,subj3_rep3_fold0,0.908,0.9084,62.407795,29155,84.1,3,3,0
ATCNet,subj3_rep3_fold1,0.908,0.9064,62.407795,29155,35.5,3,3,1
ATCNet,subj3_rep3_fold2,0.9651,0.965,62.407795,29155,47.7,3,3,2
ATCNet,subj3_rep3_fold3,0.9302,0.9306,62.407795,29155,48.4,3,3,3
ATCNet,subj3_rep3_fold4,0.8953,0.8954,62.407795,29155,51.1,3,3,4
ATCNet,subj3_rep4_fold0,0.9195,0.9193,62.407795,29155,63.7,3,4,0
ATCNet,subj3_rep4_fold1,0.954,0.954,62.407795,29155,66.9,3,4,1
ATCNet,subj3_rep4_fold2,0.9767,0.9764,62.407795,29155,87.5,3,4,2
ATCNet,subj3_rep4_fold3,0.9419,0.9421,62.407795,29155,72.3,3,4,3
ATCNet,subj3_rep4_fold4,0.9186,0.9187,62.407795,29155,66.0,3,4,4
ATCNet,subj4_rep0_fold0,0.7931,0.7926,62.407795,29155,86.0,4,0,0
ATCNet,subj4_rep0_fold1,0.5862,0.5833,62.407795,29155,50.8,4,0,1
ATCNet,subj4_rep0_fold2,0.686,0.6935,62.407795,29155,57.6,4,0,2
ATCNet,subj4_rep0_fold3,0.686,0.6889,62.407795,29155,68.8,4,0,3
ATCNet,subj4_rep0_fold4,0.6279,0.6185,62.407795,29155,40.4,4,0,4
ATCNet,subj4_rep1_fold0,0.6782,0.6774,62.407795,29155,89.8,4,1,0
ATCNet,subj4_rep1_fold1,0.8161,0.8152,62.407795,29155,102.4,4,1,1
ATCNet,subj4_rep1_fold2,0.7791,0.7817,62.407795,29155,89.8,4,1,2
ATCNet,subj4_rep1_fold3,0.7442,0.7328,62.407795,29155,81.4,4,1,3
ATCNet,subj4_rep1_fold4,0.7209,0.7167,62.407795,29155,118.8,4,1,4
ATCNet,subj4_rep2_fold0,0.7126,0.7088,62.407795,29155,75.5,4,2,0
ATCNet,subj4_rep2_fold1,0.7241,0.7187,62.407795,29155,94.5,4,2,1
ATCNet,subj4_rep2_fold2,0.7093,0.703,62.407795,29155,76.9,4,2,2
ATCNet,subj4_rep2_fold3,0.6977,0.701,62.407795,29155,54.2,4,2,3
ATCNet,subj4_rep2_fold4,0.8023,0.8017,62.407795,29155,39.3,4,2,4
ATCNet,subj4_rep3_fold0,0.7471,0.7429,62.407795,29155,99.8,4,3,0
ATCNet,subj4_rep3_fold1,0.7241,0.7209,62.407795,29155,70.2,4,3,1
ATCNet,subj4_rep3_fold2,0.6977,0.693,62.407795,29155,101.5,4,3,2
ATCNet,subj4_rep3_fold3,0.6744,0.6697,62.407795,29155,91.6,4,3,3
ATCNet,subj4_rep3_fold4,0.7093,0.7047,62.407795,29155,73.7,4,3,4
ATCNet,subj4_rep4_fold0,0.7241,0.7241,62.407795,29155,80.6,4,4,0
ATCNet,subj4_rep4_fold1,0.7126,0.7129,62.407795,29155,83.7,4,4,1
ATCNet,subj4_rep4_fold2,0.7442,0.7446,62.407795,29155,90.2,4,4,2
ATCNet,subj4_rep4_fold3,0.6977,0.6822,62.407795,29155,52.7,4,4,3
ATCNet,subj4_rep4_fold4,0.7093,0.697,62.407795,29155,47.1,4,4,4
ATCNet,subj5_rep0_fold0,0.4253,0.3717,62.407795,29155,59.3,5,0,0
ATCNet,subj5_rep0_fold1,0.5747,0.5774,62.407795,29155,55.1,5,0,1
ATCNet,subj5_rep0_fold2,0.5,0.4914,62.407795,29155,48.7,5,0,2
ATCNet,subj5_rep0_fold3,0.3837,0.317,62.407795,29155,55.7,5,0,3
ATCNet,subj5_rep0_fold4,0.5349,0.5352,62.407795,29155,50.7,5,0,4
ATCNet,subj5_rep1_fold0,0.4483,0.4306,62.407795,29155,39.5,5,1,0
ATCNet,subj5_rep1_fold1,0.5402,0.5405,62.407795,29155,35.4,5,1,1
ATCNet,subj5_rep1_fold2,0.407,0.3993,62.407795,29155,31.5,5,1,2
ATCNet,subj5_rep1_fold3,0.4767,0.4815,62.407795,29155,39.6,5,1,3
ATCNet,subj5_rep1_fold4,0.5,0.496,62.407795,29155,85.3,5,1,4
ATCNet,subj5_rep2_fold0,0.4368,0.431,62.407795,29155,42.6,5,2,0
ATCNet,subj5_rep2_fold1,0.4253,0.4014,62.407795,29155,52.2,5,2,1
ATCNet,subj5_rep2_fold2,0.4767,0.4771,62.407795,29155,31.6,5,2,2
ATCNet,subj5_rep2_fold3,0.4535,0.43,62.407795,29155,30.5,5,2,3
ATCNet,subj5_rep2_fold4,0.4884,0.4767,62.407795,29155,42.0,5,2,4
ATCNet,subj5_rep3_fold0,0.4483,0.4221,62.407795,29155,52.3,5,3,0
ATCNet,subj5_rep3_fold1,0.4598,0.4531,62.407795,29155,41.0,5,3,1
ATCNet,subj5_rep3_fold2,0.5116,0.5044,62.407795,29155,48.7,5,3,2
ATCNet,subj5_rep3_fold3,0.4651,0.3925,62.407795,29155,25.5,5,3,3
ATCNet,subj5_rep3_fold4,0.593,0.5824,62.407795,29155,75.7,5,3,4
ATCNet,subj5_rep4_fold0,0.4368,0.4278,62.407795,29155,48.8,5,4,0
ATCNet,subj5_rep4_fold1,0.6552,0.6465,62.407795,29155,74.8,5,4,1
ATCNet,subj5_rep4_fold2,0.407,0.2991,62.407795,29155,32.5,5,4,2
ATCNet,subj5_rep4_fold3,0.4186,0.4168,62.407795,29155,42.9,5,4,3
ATCNet,subj5_rep4_fold4,0.407,0.3848,62.407795,29155,37.1,5,4,4
ATCNet,subj6_rep0_fold0,0.6667,0.6641,62.407795,29155,70.8,6,0,0
ATCNet,subj6_rep0_fold1,0.7011,0.7011,62.407795,29155,45.4,6,0,1
ATCNet,subj6_rep0_fold2,0.6163,0.6117,62.407795,29155,76.2,6,0,2
ATCNet,subj6_rep0_fold3,0.5698,0.5629,62.407795,29155,64.0,6,0,3
ATCNet,subj6_rep0_fold4,0.6279,0.6173,62.407795,29155,45.7,6,0,4
ATCNet,subj6_rep1_fold0,0.7586,0.7568,62.407795,29155,56.3,6,1,0
ATCNet,subj6_rep1_fold1,0.6552,0.6566,62.407795,29155,43.0,6,1,1
ATCNet,subj6_rep1_fold2,0.6628,0.662,62.407795,29155,43.0,6,1,2
ATCNet,subj6_rep1_fold3,0.6628,0.658,62.407795,29155,64.5,6,1,3
ATCNet,subj6_rep1_fold4,0.5581,0.537,62.407795,29155,60.7,6,1,4
ATCNet,subj6_rep2_fold0,0.6322,0.6317,62.407795,29155,48.7,6,2,0
ATCNet,subj6_rep2_fold1,0.6207,0.6172,62.407795,29155,61.1,6,2,1
ATCNet,subj6_rep2_fold2,0.6279,0.61,62.407795,29155,76.5,6,2,2
ATCNet,subj6_rep2_fold3,0.5814,0.5559,62.407795,29155,54.3,6,2,3
ATCNet,subj6_rep2_fold4,0.6512,0.647,62.407795,29155,69.7,6,2,4
ATCNet,subj6_rep3_fold0,0.6092,0.6084,62.407795,29155,51.1,6,3,0
ATCNet,subj6_rep3_fold1,0.6437,0.6404,62.407795,29155,74.4,6,3,1
ATCNet,subj6_rep3_fold2,0.6744,0.6761,62.407795,29155,68.8,6,3,2
ATCNet,subj6_rep3_fold3,0.6628,0.6612,62.407795,29155,60.2,6,3,3
ATCNet,subj6_rep3_fold4,0.6744,0.6748,62.407795,29155,74.5,6,3,4
ATCNet,subj6_rep4_fold0,0.6782,0.6659,62.407795,29155,38.0,6,4,0
ATCNet,subj6_rep4_fold1,0.5862,0.5811,62.407795,29155,68.8,6,4,1
ATCNet,subj6_rep4_fold2,0.5349,0.5248,62.407795,29155,32.1,6,4,2
ATCNet,subj6_rep4_fold3,0.5698,0.5654,62.407795,29155,63.4,6,4,3
ATCNet,subj6_rep4_fold4,0.6628,0.6526,62.407795,29155,73.8,6,4,4
ATCNet,subj7_rep0_fold0,0.908,0.9076,62.407795,29155,84.2,7,0,0
ATCNet,subj7_rep0_fold1,0.9195,0.9197,62.407795,29155,57.3,7,0,1
ATCNet,subj7_rep0_fold2,0.8488,0.8511,62.407795,29155,64.8,7,0,2
ATCNet,subj7_rep0_fold3,0.8837,0.883,62.407795,29155,102.9,7,0,3
ATCNet,subj7_rep0_fold4,0.9186,0.917,62.407795,29155,77.8,7,0,4
ATCNet,subj7_rep1_fold0,0.9195,0.9193,62.407795,29155,85.2,7,1,0
ATCNet,subj7_rep1_fold1,0.908,0.9079,62.407795,29155,66.4,7,1,1
ATCNet,subj7_rep1_fold2,0.8372,0.8404,62.407795,29155,57.8,7,1,2
ATCNet,subj7_rep1_fold3,0.8837,0.883,62.407795,29155,69.0,7,1,3
ATCNet,subj7_rep1_fold4,0.8837,0.8801,62.407795,29155,69.8,7,1,4
ATCNet,subj7_rep2_fold0,0.8966,0.8956,62.407795,29155,73.1,7,2,0
ATCNet,subj7_rep2_fold1,0.8966,0.8936,62.407795,29155,80.5,7,2,1
ATCNet,subj7_rep2_fold2,0.8721,0.8657,62.407795,29155,63.4,7,2,2
ATCNet,subj7_rep2_fold3,0.9186,0.9174,62.407795,29155,76.8,7,2,3
ATCNet,subj7_rep2_fold4,0.9535,0.9531,62.407795,29155,83.9,7,2,4
ATCNet,subj7_rep3_fold0,0.7931,0.7806,62.407795,29155,68.8,7,3,0
ATCNet,subj7_rep3_fold1,0.9425,0.9423,62.407795,29155,95.8,7,3,1
ATCNet,subj7_rep3_fold2,0.8953,0.8953,62.407795,29155,69.3,7,3,2
ATCNet,subj7_rep3_fold3,0.8837,0.8853,62.407795,29155,57.1,7,3,3
ATCNet,subj7_rep3_fold4,0.907,0.9073,62.407795,29155,77.6,7,3,4
ATCNet,subj7_rep4_fold0,0.8621,0.8607,62.407795,29155,52.9,7,4,0
ATCNet,subj7_rep4_fold1,0.8736,0.8703,62.407795,29155,89.8,7,4,1
ATCNet,subj7_rep4_fold2,0.7907,0.7861,62.407795,29155,60.5,7,4,2
ATCNet,subj7_rep4_fold3,0.8721,0.8715,62.407795,29155,87.2,7,4,3
ATCNet,subj7_rep4_fold4,0.8953,0.8916,62.407795,29155,73.5,7,4,4
ATCNet,subj8_rep0_fold0,0.8851,0.8851,62.407795,29155,55.8,8,0,0
ATCNet,subj8_rep0_fold1,0.8736,0.8738,62.407795,29155,60.9,8,0,1
ATCNet,subj8_rep0_fold2,0.8721,0.873,62.407795,29155,38.0,8,0,2
ATCNet,subj8_rep0_fold3,0.9302,0.9309,62.407795,29155,59.2,8,0,3
ATCNet,subj8_rep0_fold4,0.8488,0.8444,62.407795,29155,47.1,8,0,4
ATCNet,subj8_rep1_fold0,0.9195,0.9198,62.407795,29155,51.2,8,1,0
ATCNet,subj8_rep1_fold1,0.908,0.9093,62.407795,29155,44.2,8,1,1
ATCNet,subj8_rep1_fold2,0.8837,0.882,62.407795,29155,45.2,8,1,2
ATCNet,subj8_rep1_fold3,0.8488,0.8491,62.407795,29155,50.8,8,1,3
ATCNet,subj8_rep1_fold4,0.8953,0.8931,62.407795,29155,48.8,8,1,4
ATCNet,subj8_rep2_fold0,0.8621,0.8578,62.407795,29155,50.8,8,2,0
ATCNet,subj8_rep2_fold1,0.908,0.9091,62.407795,29155,68.6,8,2,1
ATCNet,subj8_rep2_fold2,0.907,0.9055,62.407795,29155,71.0,8,2,2
ATCNet,subj8_rep2_fold3,0.8837,0.8839,62.407795,29155,49.4,8,2,3
ATCNet,subj8_rep2_fold4,0.9419,0.9423,62.407795,29155,50.0,8,2,4
ATCNet,subj8_rep3_fold0,0.8851,0.8814,62.407795,29155,49.2,8,3,0
ATCNet,subj8_rep3_fold1,0.8621,0.8616,62.407795,29155,41.2,8,3,1
ATCNet,subj8_rep3_fold2,0.9419,0.9407,62.407795,29155,49.6,8,3,2
ATCNet,subj8_rep3_fold3,0.8953,0.8955,62.407795,29155,51.6,8,3,3
ATCNet,subj8_rep3_fold4,0.9302,0.93,62.407795,29155,61.9,8,3,4
ATCNet,subj8_rep4_fold0,0.8966,0.8918,62.407795,29155,52.8,8,4,0
ATCNet,subj8_rep4_fold1,0.8851,0.8837,62.407795,29155,42.2,8,4,1
ATCNet,subj8_rep4_fold2,0.9302,0.9304,62.407795,29155,58.4,8,4,2
ATCNet,subj8_rep4_fold3,0.8837,0.883,62.407795,29155,55.8,8,4,3
ATCNet,subj8_rep4_fold4,0.8953,0.8946,62.407795,29155,46.0,8,4,4
ATCNet,subj9_rep0_fold0,0.908,0.9082,62.407795,29155,40.9,9,0,0
ATCNet,subj9_rep0_fold1,0.8276,0.8274,62.407795,29155,50.5,9,0,1
ATCNet,subj9_rep0_fold2,0.9186,0.9185,62.407795,29155,33.8,9,0,2
ATCNet,subj9_rep0_fold3,0.8721,0.8712,62.407795,29155,36.5,9,0,3
ATCNet,subj9_rep0_fold4,0.8953,0.8953,62.407795,29155,72.7,9,0,4
ATCNet,subj9_rep1_fold0,0.8736,0.8733,62.407795,29155,37.0,9,1,0
ATCNet,subj9_rep1_fold1,0.931,0.9314,62.407795,29155,41.0,9,1,1
ATCNet,subj9_rep1_fold2,0.9186,0.9187,62.407795,29155,50.1,9,1,2
ATCNet,subj9_rep1_fold3,0.8488,0.8453,62.407795,29155,51.2,9,1,3
ATCNet,subj9_rep1_fold4,0.8488,0.8488,62.407795,29155,81.6,9,1,4
ATCNet,subj9_rep2_fold0,0.8966,0.8978,62.407795,29155,66.3,9,2,0
ATCNet,subj9_rep2_fold1,0.8621,0.8611,62.407795,29155,46.1,9,2,1
ATCNet,subj9_rep2_fold2,0.8372,0.8359,62.407795,29155,31.9,9,2,2
ATCNet,subj9_rep2_fold3,0.8605,0.8606,62.407795,29155,38.5,9,2,3
ATCNet,subj9_rep2_fold4,0.8837,0.8825,62.407795,29155,44.3,9,2,4
ATCNet,subj9_rep3_fold0,0.8506,0.8493,62.407795,29155,46.4,9,3,0
ATCNet,subj9_rep3_fold1,0.8966,0.8952,62.407795,29155,49.5,9,3,1
ATCNet,subj9_rep3_fold2,0.8721,0.873,62.407795,29155,58.6,9,3,2
ATCNet,subj9_rep3_fold3,0.8721,0.8721,62.407795,29155,49.1,9,3,3
ATCNet,subj9_rep3_fold4,0.9419,0.9423,62.407795,29155,50.2,9,3,4
ATCNet,subj9_rep4_fold0,0.8851,0.8854,62.407795,29155,43.7,9,4,0
ATCNet,subj9_rep4_fold1,0.7931,0.7933,62.407795,29155,49.3,9,4,1
ATCNet,subj9_rep4_fold2,0.9186,0.919,62.407795,29155,55.9,9,4,2
ATCNet,subj9_rep4_fold3,0.8953,0.8944,62.407795,29155,46.4,9,4,3
ATCNet,subj9_rep4_fold4,0.9186,0.9171,62.407795,29155,66.5,9,4,4
EEGNet,subj1_rep0_fold0,0.9195,0.9203,27.772224,2227,61.4,1,0,0
EEGNet,subj1_rep0_fold1,0.908,0.9082,27.772224,2227,43.5,1,0,1
EEGNet,subj1_rep0_fold2,0.814,0.8105,27.772224,2227,42.9,1,0,2
EEGNet,subj1_rep0_fold3,0.8488,0.8489,27.772224,2227,58.4,1,0,3
EEGNet,subj1_rep0_fold4,0.8721,0.8716,27.772224,2227,55.5,1,0,4
EEGNet,subj1_rep1_fold0,0.8851,0.8848,27.772224,2227,54.1,1,1,0
EEGNet,subj1_rep1_fold1,0.9195,0.9201,27.772224,2227,56.9,1,1,1
EEGNet,subj1_rep1_fold2,0.8256,0.8075,27.772224,2227,33.0,1,1,2
EEGNet,subj1_rep1_fold3,0.8953,0.8957,27.772224,2227,49.3,1,1,3
EEGNet,subj1_rep1_fold4,0.8953,0.8931,27.772224,2227,63.6,1,1,4
EEGNet,subj1_rep2_fold0,0.8736,0.8733,27.772224,2227,73.6,1,2,0
EEGNet,subj1_rep2_fold1,0.8621,0.8568,27.772224,2227,47.3,1,2,1
EEGNet,subj1_rep2_fold2,0.8837,0.8799,27.772224,2227,49.5,1,2,2
EEGNet,subj1_rep2_fold3,0.8953,0.8954,27.772224,2227,48.2,1,2,3
EEGNet,subj1_rep2_fold4,0.907,0.9065,27.772224,2227,57.9,1,2,4
EEGNet,subj1_rep3_fold0,0.8621,0.8589,27.772224,2227,47.2,1,3,0
EEGNet,subj1_rep3_fold1,0.908,0.9082,27.772224,2227,61.3,1,3,1
EEGNet,subj1_rep3_fold2,0.9186,0.9183,27.772224,2227,51.8,1,3,2
EEGNet,subj1_rep3_fold3,0.8721,0.8707,27.772224,2227,53.0,1,3,3
EEGNet,subj1_rep3_fold4,0.8256,0.8207,27.772224,2227,56.8,1,3,4
EEGNet,subj1_rep4_fold0,0.7931,0.7873,27.772224,2227,35.9,1,4,0
EEGNet,subj1_rep4_fold1,0.8966,0.8968,27.772224,2227,43.2,1,4,1
EEGNet,subj1_rep4_fold2,0.8605,0.8576,27.772224,2227,42.5,1,4,2
EEGNet,subj1_rep4_fold3,0.8721,0.8696,27.772224,2227,47.6,1,4,3
EEGNet,subj1_rep4_fold4,0.8372,0.8325,27.772224,2227,37.1,1,4,4
EEGNet,subj2_rep0_fold0,0.5172,0.5125,27.772224,2227,32.3,2,0,0
EEGNet,subj2_rep0_fold1,0.4253,0.4012,27.772224,2227,35.4,2,0,1
EEGNet,subj2_rep0_fold2,0.407,0.3569,27.772224,2227,23.3,2,0,2
EEGNet,subj2_rep0_fold3,0.3721,0.2655,27.772224,2227,17.7,2,0,3
EEGNet,subj2_rep0_fold4,0.3953,0.3667,27.772224,2227,19.9,2,0,4
EEGNet,subj2_rep1_fold0,0.4368,0.435,27.772224,2227,29.9,2,1,0
EEGNet,subj2_rep1_fold1,0.4598,0.4519,27.772224,2227,35.2,2,1,1
EEGNet,subj2_rep1_fold2,0.5116,0.5132,27.772224,2227,30.0,2,1,2
EEGNet,subj2_rep1_fold3,0.3605,0.3463,27.772224,2227,8.3,2,1,3
EEGNet,subj2_rep1_fold4,0.5233,0.5154,27.772224,2227,19.2,2,1,4
EEGNet,subj2_rep2_fold0,0.4138,0.3829,27.772224,2227,10.8,2,2,0
EEGNet,subj2_rep2_fold1,0.4483,0.4413,27.772224,2227,35.6,2,2,1
EEGNet,subj2_rep2_fold2,0.4651,0.4603,27.772224,2227,24.9,2,2,2
EEGNet,subj2_rep2_fold3,0.3953,0.3759,27.772224,2227,22.1,2,2,3
EEGNet,subj2_rep2_fold4,0.6628,0.6556,27.772224,2227,40.7,2,2,4
EEGNet,subj2_rep3_fold0,0.4023,0.4035,27.772224,2227,38.4,2,3,0
EEGNet,subj2_rep3_fold1,0.5057,0.4895,27.772224,2227,25.3,2,3,1
EEGNet,subj2_rep3_fold2,0.3605,0.3323,27.772224,2227,18.8,2,3,2
EEGNet,subj2_rep3_fold3,0.4419,0.423,27.772224,2227,21.8,2,3,3
EEGNet,subj2_rep3_fold4,0.4302,0.4305,27.772224,2227,22.0,2,3,4
EEGNet,subj2_rep4_fold0,0.4138,0.4111,27.772224,2227,26.5,2,4,0
EEGNet,subj2_rep4_fold1,0.5517,0.5436,27.772224,2227,32.5,2,4,1
EEGNet,subj2_rep4_fold2,0.3256,0.3197,27.772224,2227,16.4,2,4,2
EEGNet,subj2_rep4_fold3,0.407,0.4031,27.772224,2227,16.8,2,4,3
EEGNet,subj2_rep4_fold4,0.4767,0.4659,27.772224,2227,38.4,2,4,4
EEGNet,subj3_rep0_fold0,0.8736,0.8716,27.772224,2227,28.9,3,0,0
EEGNet,subj3_rep0_fold1,0.8506,0.8464,27.772224,2227,38.8,3,0,1
EEGNet,subj3_rep0_fold2,0.8837,0.8822,27.772224,2227,22.0,3,0,2
EEGNet,subj3_rep0_fold3,0.9302,0.9304,27.772224,2227,42.5,3,0,3
EEGNet,subj3_rep0_fold4,0.907,0.9058,27.772224,2227,32.2,3,0,4
EEGNet,subj3_rep1_fold0,0.8736,0.8708,27.772224,2227,25.5,3,1,0
EEGNet,subj3_rep1_fold1,0.8966,0.8945,27.772224,2227,41.6,3,1,1
EEGNet,subj3_rep1_fold2,0.8372,0.8299,27.772224,2227,33.6,3,1,2
EEGNet,subj3_rep1_fold3,0.8837,0.8845,27.772224,2227,32.7,3,1,3
EEGNet,subj3_rep1_fold4,0.907,0.9051,27.772224,2227,45.6,3,1,4
EEGNet,subj3_rep2_fold0,0.8506,0.8481,27.772224,2227,30.6,3,2,0
EEGNet,subj3_rep2_fold1,0.8966,0.8959,27.772224,2227,43.4,3,2,1
EEGNet,subj3_rep2_fold2,0.8953,0.8907,27.772224,2227,43.1,3,2,2
EEGNet,subj3_rep2_fold3,0.8721,0.8699,27.772224,2227,51.1,3,2,3
EEGNet,subj3_rep2_fold4,0.907,0.9044,27.772224,2227,45.0,3,2,4
EEGNet,subj3_rep3_fold0,0.8506,0.8494,27.772224,2227,42.6,3,3,0
EEGNet,subj3_rep3_fold1,0.8506,0.8453,27.772224,2227,46.5,3,3,1
EEGNet,subj3_rep3_fold2,0.8488,0.8455,27.772224,2227,27.7,3,3,2
EEGNet,subj3_rep3_fold3,0.8953,0.896,27.772224,2227,49.1,3,3,3
EEGNet,subj3_rep3_fold4,0.8953,0.8943,27.772224,2227,41.8,3,3,4
EEGNet,subj3_rep4_fold0,0.8736,0.8715,27.772224,2227,31.1,3,4,0
EEGNet,subj3_rep4_fold1,0.8506,0.8503,27.772224,2227,43.3,3,4,1
EEGNet,subj3_rep4_fold2,0.8488,0.8385,27.772224,2227,40.0,3,4,2
EEGNet,subj3_rep4_fold3,0.8721,0.8699,27.772224,2227,50.8,3,4,3
EEGNet,subj3_rep4_fold4,0.814,0.7998,27.772224,2227,30.8,3,4,4
EEGNet,subj4_rep0_fold0,0.6552,0.6474,27.772224,2227,28.3,4,0,0
EEGNet,subj4_rep0_fold1,0.5632,0.5573,27.772224,2227,28.7,4,0,1
EEGNet,subj4_rep0_fold2,0.7093,0.7118,27.772224,2227,46.9,4,0,2
EEGNet,subj4_rep0_fold3,0.7442,0.743,27.772224,2227,47.2,4,0,3
EEGNet,subj4_rep0_fold4,0.7558,0.757,27.772224,2227,51.7,4,0,4
